TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
1,17,1200,6.269,220,17.0,19.0,0,0,0,0,0,52.39
1,17,1260,6.671,220,16.73,18.73,0,0,0,0,0,74.18
1,17,1320,7.102,220,15.93,17.93,0,0,0,0,0,103.55
1,17,1380,7.532,220,14.66,16.66,0,0,0,0,0,139.65
1,18,0,7.929,220,13.0,15.0,0,0,0,0,0,179.63
1,18,60,8.263,220,11.07,13.07,0,0,0,0,0,218.67
1,18,120,8.509,220,9.0,11.0,0,0,0,0,0,250.77
1,18,180,8.647,220,6.93,8.93,0,0,0,0,0,270.15
1,18,240,8.666,220,5.0,7.0,0,0,0,0,0,272.86
1,18,300,8.561,220,3.34,5.34,0,0,0,0,0,257.99
1,18,360,8.337,220,2.07,4.07,0,0,0,0,0,228.02
1,18,420,8.006,220,1.27,3.27,0,0,0,0,0,188.15
1,18,480,7.587,220,1.0,3.0,0,0,0,0,0,144.78
1,18,540,7.107,220,1.27,3.27,0,0,0,0,0,103.89
1,18,600,6.594,220,2.07,4.07,0,0,0,0,0,69.64
1,18,660,6.081,220,3.34,5.34,0,0,0,0,0,43.88
1,18,720,5.6,220,5.0,7.0,0,0,0,0,0,26.36
1,18,780,5.18,220,6.93,8.93,0,0,0,0,0,15.54
1,18,840,4.847,220,9.0,11.0,0,0,0,0,0,9.45
1,18,900,4.621,220,11.07,13.07,0,0,0,0,0,6.38
1,18,960,4.513,220,13.0,15.0,0,0,0,0,0,5.19
1,18,1020,4.528,220,14.66,16.66,0,0,0,0,0,5.36
1,18,1080,4.663,220,15.93,17.93,0,0,0,0,0,6.9
1,18,1140,4.905,220,16.73,18.73,0,0,0,0,0,10.36
1,18,1200,5.234,220,17.0,19.0,0,0,0,0,0,16.72
1,18,1260,5.626,220,16.73,18.73,0,0,0,0,0,27.15
1,18,1320,6.05,220,15.93,17.93,0,0,0,0,0,42.56
1,18,1380,6.476,220,14.66,16.66,0,0,0,0,0,62.98
1,19,0,6.871,220,13.0,15.0,0,0,0,0,0,87.01
1,19,60,7.206,220,11.07,13.07,0,0,0,0,0,111.64
1,19,120,7.457,220,9.0,11.0,0,0,0,0,0,132.77
1,19,180,7.602,220,6.93,8.93,0,0,0,0,0,146.22
1,19,240,7.631,220,5.0,7.0,0,0,0,0,0,148.99
1,19,300,7.539,220,3.34,5.34,0,0,0,0,0,140.29
1,19,360,7.331,220,2.07,4.07,0,0,0,0,0,121.84
1,19,420,7.018,220,1.27,3.27,0,0,0,0,0,97.3
1,19,480,6.621,220,1.0,3.0,0,0,0,0,0,71.19
1,19,540,6.164,220,1.27,3.27,0,0,0,0,0,47.51
1,19,600,5.678,220,2.07,4.07,0,0,0,0,0,28.8
1,19,660,5.194,220,3.34,5.34,0,0,0,0,0,15.84
1,19,720,4.744,220,5.0,7.0,0,0,0,0,0,7.96
1,19,780,4.358,220,6.93,8.93,0,0,0,0,0,3.76
1,19,840,4.061,220,9.0,11.0,0,0,0,0,0,1.79
1,19,900,3.872,220,11.07,13.07,0,0,0,0,0,1.0
1,19,960,3.805,220,13.0,15.0,0,0,0,0,0,0.78
1,19,1020,3.863,220,14.66,16.66,0,0,0,0,0,0.96
1,19,1080,4.041,220,15.93,17.93,0,0,0,0,0,1.69
1,19,1140,4.328,220,16.73,18.73,0,0,0,0,0,3.52
1,19,1200,4.705,220,17.0,19.0,0,0,0,0,0,7.43
1,19,1260,5.145,220,16.73,18.73,0,0,0,0,0,14.81
1,19,1320,5.62,220,15.93,17.93,0,0,0,0,0,26.97
1,19,1380,6.097,220,14.66,16.66,0,0,0,0,0,44.54
1,20,0,6.544,220,13.0,15.0,0,0,0,0,0,66.77
1,20,60,6.933,220,11.07,13.07,0,0,0,0,0,91.23
1,20,120,7.237,220,9.0,11.0,0,0,0,0,0,114.07
1,20,180,7.437,220,6.93,8.93,0,0,0,0,0,131.01
1,20,240,7.521,220,5.0,7.0,0,0,0,0,0,138.57
1,20,300,7.484,220,3.34,5.34,0,0,0,0,0,135.22
1,20,360,7.331,220,2.07,4.07,0,0,0,0,0,121.84
1,20,420,7.073,220,1.27,3.27,0,0,0,0,0,101.38
1,20,480,6.731,220,1.0,3.0,0,0,0,0,0,77.92
1,20,540,6.329,220,1.27,3.27,0,0,0,0,0,55.36
1,20,600,5.898,220,2.07,4.07,0,0,0,0,0,36.5
1,20,660,5.468,220,3.34,5.34,0,0,0,0,0,22.54
1,20,720,5.071,220,5.0,7.0,0,0,0,0,0,13.32
1,20,780,4.737,220,6.93,8.93,0,0,0,0,0,7.86
1,20,840,4.491,220,9.0,11.0,0,0,0,0,0,4.97
1,20,900,4.353,220,11.07,13.07,0,0,0,0,0,3.71
1,20,960,4.334,220,13.0,15.0,0,0,0,0,0,3.56
1,20,1020,4.439,220,14.66,16.66,0,0,0,0,0,4.47
1,20,1080,4.663,220,15.93,17.93,0,0,0,0,0,6.9
1,20,1140,4.994,220,16.73,18.73,0,0,0,0,0,11.9
1,20,1200,5.413,220,17.0,19.0,0,0,0,0,0,21.07
1,20,1260,5.893,220,16.73,18.73,0,0,0,0,0,36.33
1,20,1320,6.406,220,15.93,17.93,0,0,0,0,0,59.26
1,20,1380,6.919,220,14.66,16.66,0,0,0,0,0,90.27
1,21,0,7.4,220,13.0,15.0,0,0,0,0,0,127.78
1,21,60,7.82,220,11.07,13.07,0,0,0,0,0,167.96
1,21,120,8.153,220,9.0,11.0,0,0,0,0,0,205.24
1,21,180,8.379,220,6.93,8.93,0,0,0,0,0,233.51
1,21,240,8.487,220,5.0,7.0,0,0,0,0,0,247.81
1,21,300,8.472,220,3.34,5.34,0,0,0,0,0,245.72
1,21,360,8.337,220,2.07,4.07,0,0,0,0,0,228.02
1,21,420,8.095,220,1.27,3.27,0,0,0,0,0,198.43
1,21,480,7.766,220,1.0,3.0,0,0,0,0,0,162.39
1,21,540,7.374,220,1.27,3.27,0,0,0,0,0,125.56
1,21,600,6.95,220,2.07,4.07,0,0,0,0,0,92.44
1,21,660,6.524,220,3.34,5.34,0,0,0,0,0,65.66
1,21,720,6.129,220,5.0,7.0,0,0,0,0,0,45.95
1,21,780,5.794,220,6.93,8.93,0,0,0,0,0,32.7
1,21,840,5.543,220,9.0,11.0,0,0,0,0,0,24.68
1,21,900,5.398,220,11.07,13.07,0,0,0,0,0,20.68
1,21,960,5.369,220,13.0,15.0,0,0,0,0,0,19.94
1,21,1020,5.461,220,14.66,16.66,0,0,0,0,0,22.35
1,21,1080,5.669,220,15.93,17.93,0,0,0,0,0,28.53
1,21,1140,5.982,220,16.73,18.73,0,0,0,0,0,39.78
1,21,1200,6.379,220,17.0,19.0,0,0,0,0,0,57.89
1,21,1260,6.836,220,16.73,18.73,0,0,0,0,0,84.67
1,21,1320,7.322,220,15.93,17.93,0,0,0,0,0,121.12
1,21,1380,7.806,220,14.66,16.66,0,0,0,0,0,166.52
